FPS,Frame(ms),Min(ms),Max(ms),Avg(ms),CPU(ms),GPUWait(ms),ShadowPass(ms),WallsDC,PointsDC,ModelDC,ShadowDC,WallsTris,PointsTris,ModelTris,PointLights,SpotLights,VRAM(MB),Upload(KB)
1091.49,0.878693,0.808947,5.26001,0.916182,0.368192,0.510501,0.079416,5,100,1,106,10,1200,67907,100,1,0,0
1091.03,0.881663,0.808947,5.26001,0.916566,0.334462,0.547201,0.082513,5,100,1,106,10,1200,67907,100,1,0,0
1090.94,0.870577,0.808947,5.26001,0.916639,0.329932,0.540645,0.063292,5,100,1,106,10,1200,67907,100,1,0,0
1093.69,0.864778,0.808947,5.26001,0.914333,0.327076,0.537702,0.06256,5,100,1,106,10,1200,67907,100,1,0,0
1093.36,0.893285,0.808947,5.26001,0.914614,0.355099,0.538186,0.062849,5,100,1,106,10,1200,67907,100,1,0,0
1095.38,0.874134,0.808947,5.26001,0.912925,0.336958,0.537176,0.062632,5,100,1,106,10,1200,67907,100,1,0,0
1090.9,1.24554,0.808947,5.26001,0.916677,0.340811,0.904726,0.067934,5,100,1,106,10,1200,67907,100,1,0,0
1090.69,0.874517,0.808947,5.26001,0.916853,0.335779,0.538738,0.06342,5,100,1,106,10,1200,67907,100,1,0,0
1090.63,0.866961,0.808947,5.26001,0.916903,0.330097,0.536864,0.062645,5,100,1,106,10,1200,67907,100,1,0,0
1090.73,0.864198,0.808947,5.26001,0.916817,0.326113,0.538085,0.06277,5,100,1,106,10,1200,67907,100,1,0,0
1090.54,0.875419,0.808947,5.26001,0.916975,0.3374,0.538019,0.062908,5,100,1,106,10,1200,67907,100,1,0,0
1087.26,1.13723,0.808947,5.26001,0.91974,0.381787,0.755443,0.072101,5,100,1,106,10,1200,67907,100,1,0,0
1085.32,1.03949,0.808947,5.26001,0.921385,0.336059,0.703434,0.073498,5,100,1,106,10,1200,67907,100,1,0,0
1085.1,0.877825,0.808947,5.26001,0.921574,0.330032,0.547793,0.069153,5,100,1,106,10,1200,67907,100,1,0,0
1085.01,0.86942,0.808947,5.26001,0.921647,0.331421,0.537999,0.0626,5,100,1,106,10,1200,67907,100,1,0,0
1085.05,0.851245,0.808947,5.26001,0.921616,0.330415,0.52083,0.068233,5,100,1,106,10,1200,67907,100,1,0,0
1088.46,0.88448,0.808947,5.26001,0.91873,0.335885,0.548595,0.067256,5,100,1,106,10,1200,67907,100,1,0,0
1088.08,0.888532,0.808947,5.26001,0.91905,0.336078,0.552454,0.075752,5,100,1,106,10,1200,67907,100,1,0,0
1087.78,0.894664,0.808947,5.26001,0.919306,0.338495,0.556169,0.080205,5,100,1,106,10,1200,67907,100,1,0,0
1087.93,0.845983,0.808947,5.26001,0.919177,0.347968,0.498015,0.069377,5,100,1,106,10,1200,67907,100,1,0,0
1090.17,0.886047,0.808947,5.26001,0.917291,0.337007,0.54904,0.070874,5,100,1,106,10,1200,67907,100,1,0,0
1090.66,0.881923,0.808947,5.26001,0.916878,0.330843,0.55108,0.074369,5,100,1,106,10,1200,67907,100,1,0,0
1093.56,0.874669,0.808947,5.26001,0.914442,0.330795,0.543874,0.067333,5,100,1,106,10,1200,67907,100,1,0,0
1093.43,0.874441,0.808947,5.26001,0.91455,0.327801,0.54664,0.065853,5,100,1,106,10,1200,67907,100,1,0,0
1089.13,1.2294,0.808947,5.26001,0.918165,0.339664,0.889733,0.070984,5,100,1,106,10,1200,67907,100,1,0,0
1086.85,1.03625,0.808947,5.26001,0.920089,0.330792,0.705458,0.074635,5,100,1,106,10,1200,67907,100,1,0,0
1086.72,0.878535,0.808947,5.26001,0.920202,0.330688,0.547847,0.073541,5,100,1,106,10,1200,67907,100,1,0,0
1086.81,0.870863,0.808947,5.26001,0.920123,0.329091,0.541772,0.067628,5,100,1,106,10,1200,67907,100,1,0,0
1086.52,0.891607,0.808947,5.26001,0.920369,0.339893,0.551714,0.070256,5,100,1,106,10,1200,67907,100,1,0,0
1084.15,1.04695,0.808947,5.26001,0.922379,0.335518,0.711427,0.071658,5,100,1,106,10,1200,67907,100,1,0,0
1084.1,0.8843,0.808947,5.26001,0.922424,0.332895,0.551405,0.072787,5,100,1,106,10,1200,67907,100,1,0,0
1083.93,0.881019,0.808947,5.26001,0.922573,0.33426,0.546759,0.068302,5,100,1,106,10,1200,67907,100,1,0,0
1083.93,0.873521,0.808947,5.26001,0.922569,0.33116,0.542361,0.067136,5,100,1,106,10,1200,67907,100,1,0,0
1083.87,0.87783,0.808947,5.26001,0.922623,0.333745,0.544085,0.068363,5,100,1,106,10,1200,67907,100,1,0,0
1088.56,0.877536,0.808947,5.26001,0.918649,0.331866,0.54567,0.070194,5,100,1,106,10,1200,67907,100,1,0,0
1090.36,0.87409,0.808947,5.26001,0.917126,0.331276,0.542814,0.06785,5,100,1,106,10,1200,67907,100,1,0,0
1090.55,0.87311,0.808947,5.26001,0.91697,0.329927,0.543183,0.067777,5,100,1,106,10,1200,67907,100,1,0,0
1090.33,0.883012,0.808947,5.26001,0.917157,0.335935,0.547077,0.068361,5,100,1,106,10,1200,67907,100,1,0,0
1089.76,0.902247,0.808947,5.26001,0.917632,0.360243,0.542004,0.093795,5,100,1,106,10,1200,67907,100,1,0,0
1092.42,0.854061,0.808947,5.26001,0.915397,0.350036,0.504025,0.078614,5,100,1,106,10,1200,67907,100,1,0,0
1094.87,0.853844,0.808947,5.26001,0.913346,0.365707,0.488137,0.064822,5,100,1,106,10,1200,67907,100,1,0,0
1094.24,0.884621,0.808947,5.26001,0.913873,0.342602,0.542019,0.067377,5,100,1,106,10,1200,67907,100,1,0,0
1089.68,1.24426,0.808947,5.26001,0.917699,0.33192,0.912343,0.077121,5,100,1,106,10,1200,67907,100,1,0,0
1089.76,0.85011,0.808947,5.26001,0.917632,0.351391,0.498719,0.073262,5,100,1,106,10,1200,67907,100,1,0,0
1089.57,0.874753,0.808947,5.26001,0.917797,0.336274,0.538479,0.06372,5,100,1,106,10,1200,67907,100,1,0,0
1089.16,0.892321,0.808947,5.26001,0.918139,0.349622,0.542699,0.065239,5,100,1,106,10,1200,67907,100,1,0,0
1088.94,0.876953,0.808947,5.26001,0.918322,0.332819,0.544134,0.068551,5,100,1,106,10,1200,67907,100,1,0,0
1088.27,0.940596,0.808947,5.26001,0.918886,0.343658,0.596938,0.06977,5,100,1,106,10,1200,67907,100,1,0,0
1084.28,1.20035,0.808947,5.26001,0.922268,0.349655,0.850696,0.066829,5,100,1,106,10,1200,67907,100,1,0,0
1084.41,0.878787,0.808947,5.26001,0.922159,0.336767,0.54202,0.067516,5,100,1,106,10,1200,67907,100,1,0,0
1084.54,0.873184,0.808947,5.26001,0.922048,0.331499,0.541685,0.067911,5,100,1,106,10,1200,67907,100,1,0,0
1084.6,0.872087,0.808947,5.26001,0.921996,0.329927,0.54216,0.067819,5,100,1,106,10,1200,67907,100,1,0,0
1087.5,0.855605,0.808947,5.26001,0.919543,0.330281,0.525324,0.065515,5,100,1,106,10,1200,67907,100,1,0,0
1087.68,0.88713,0.808947,5.26001,0.919389,0.328628,0.558502,0.077425,5,100,1,106,10,1200,67907,100,1,0,0
1087.64,0.873218,0.808947,5.26001,0.919418,0.328879,0.544339,0.06952,5,100,1,106,10,1200,67907,100,1,0,0
1087.56,0.880798,0.808947,5.26001,0.919488,0.33477,0.546028,0.06747,5,100,1,106,10,1200,67907,100,1,0,0
1087.64,0.888115,0.808947,5.26001,0.919421,0.344604,0.543511,0.06738,5,100,1,106,10,1200,67907,100,1,0,0
1088.14,0.881484,0.808947,5.26001,0.918999,0.33339,0.548094,0.069014,5,100,1,106,10,1200,67907,100,1,0,0
1092.01,0.885503,0.808947,5.26001,0.915743,0.339364,0.546139,0.068248,5,100,1,106,10,1200,67907,100,1,0,0
1091.9,0.882527,0.808947,5.26001,0.915834,0.331082,0.551445,0.069212,5,100,1,106,10,1200,67907,100,1,0,0
1089.58,1.06546,0.808947,5.26001,0.917788,0.396181,0.669283,0.103956,5,100,1,106,10,1200,67907,100,1,0,0
1088.61,0.949999,0.808947,5.26001,0.918603,0.333806,0.616193,0.075668,5,100,1,106,10,1200,67907,100,1,0,0
1088.41,0.889336,0.808947,5.26001,0.918768,0.330908,0.558428,0.071436,5,100,1,106,10,1200,67907,100,1,0,0
1086.88,1.03247,0.808947,5.26001,0.920063,0.334788,0.697683,0.068871,5,100,1,106,10,1200,67907,100,1,0,0
1086.61,0.864563,0.808947,5.26001,0.920296,0.346726,0.517837,0.075772,5,100,1,106,10,1200,67907,100,1,0,0
1086.69,0.871238,0.808947,5.26001,0.920222,0.357462,0.513776,0.084825,5,100,1,106,10,1200,67907,100,1,0,0
1084.01,1.0973,0.808947,5.26001,0.922498,0.349101,0.748203,0.076202,5,100,1,106,10,1200,67907,100,1,0,0
1083.78,0.893472,0.808947,5.26001,0.922697,0.349669,0.543803,0.067589,5,100,1,106,10,1200,67907,100,1,0,0
1083.85,0.879731,0.808947,5.26001,0.922641,0.331274,0.548457,0.070962,5,100,1,106,10,1200,67907,100,1,0,0
1083.57,0.877386,0.808947,5.26001,0.922876,0.335397,0.541989,0.06679,5,100,1,106,10,1200,67907,100,1,0,0
1088.54,0.878872,0.808947,5.26001,0.918665,0.333713,0.545159,0.067604,5,100,1,106,10,1200,67907,100,1,0,0
1088.43,0.89532,0.808947,5.26001,0.918757,0.346623,0.548697,0.067788,5,100,1,106,10,1200,67907,100,1,0,0
1088.44,0.876306,0.808947,5.26001,0.918744,0.369645,0.506661,0.077623,5,100,1,106,10,1200,67907,100,1,0,0
1090.1,0.879987,0.808947,5.26001,0.917349,0.336676,0.543311,0.067482,5,100,1,106,10,1200,67907,100,1,0,0
1090.38,0.874449,0.808947,5.26001,0.917109,0.332524,0.541925,0.065828,5,100,1,106,10,1200,67907,100,1,0,0
1091.42,0.908141,0.808947,5.26001,0.916241,0.349904,0.558237,0.069738,5,100,1,106,10,1200,67907,100,1,0,0
1093.81,0.893714,0.808947,5.26001,0.914232,0.346508,0.547206,0.071576,5,100,1,106,10,1200,67907,100,1,0,0
1093.91,0.886431,0.808947,5.26001,0.914153,0.329061,0.55737,0.081708,5,100,1,106,10,1200,67907,100,1,0,0
1093.87,0.884425,0.808947,5.26001,0.914183,0.343354,0.541071,0.065377,5,100,1,106,10,1200,67907,100,1,0,0
1089.63,1.23699,0.808947,5.26001,0.917744,0.333602,0.903387,0.065115,5,100,1,106,10,1200,67907,100,1,0,0
1089.48,0.898806,0.808947,5.26001,0.917867,0.351974,0.546832,0.070937,5,100,1,106,10,1200,67907,100,1,0,0
1089.7,0.857637,0.808947,5.26001,0.917681,0.354835,0.502802,0.079097,5,100,1,106,10,1200,67907,100,1,0,0
1089.53,0.89173,0.808947,5.26001,0.917826,0.34335,0.54838,0.068697,5,100,1,106,10,1200,67907,100,1,0,0
1089.56,0.885224,0.808947,5.26001,0.917803,0.342963,0.542261,0.065322,5,100,1,106,10,1200,67907,100,1,0,0
1087.56,1.0628,0.808947,5.26001,0.919486,0.351926,0.710871,0.080391,5,100,1,106,10,1200,67907,100,1,0,0
1085.47,1.05263,0.808947,5.26001,0.92126,0.350673,0.701962,0.069671,5,100,1,106,10,1200,67907,100,1,0,0
1083.17,1.05662,0.808947,5.26001,0.923212,0.351471,0.705146,0.072102,5,100,1,106,10,1200,67907,100,1,0,0
1082.94,0.900913,0.808947,5.26001,0.923415,0.354365,0.546548,0.069208,5,100,1,106,10,1200,67907,100,1,0,0
1087.43,0.886009,0.808947,5.26001,0.919604,0.342572,0.543437,0.066963,5,100,1,106,10,1200,67907,100,1,0,0
1087.57,0.877365,0.808947,5.26001,0.919483,0.333245,0.54412,0.068196,5,100,1,106,10,1200,67907,100,1,0,0
1087.35,0.889816,0.808947,5.26001,0.919668,0.343293,0.546523,0.069418,5,100,1,106,10,1200,67907,100,1,0,0
1087.29,0.880396,0.808947,5.26001,0.919717,0.334987,0.545409,0.069778,5,100,1,106,10,1200,67907,100,1,0,0
1086.75,0.898718,0.808947,5.26001,0.920172,0.343862,0.554856,0.065452,5,100,1,106,10,1200,67907,100,1,0,0
1089.13,0.886417,0.808947,5.26001,0.918163,0.33615,0.550267,0.074339,5,100,1,106,10,1200,67907,100,1,0,0
1089.13,0.875066,0.808947,5.26001,0.918165,0.333304,0.541762,0.066676,5,100,1,106,10,1200,67907,100,1,0,0
1090.9,0.895001,0.808947,5.26001,0.916673,0.342156,0.552845,0.073053,5,100,1,106,10,1200,67907,100,1,0,0
1086.42,1.25688,0.808947,5.26001,0.920456,0.342562,0.914314,0.073948,5,100,1,106,10,1200,67907,100,1,0,0
1086.75,0.852886,0.808947,5.26001,0.920174,0.351865,0.501021,0.074505,5,100,1,106,10,1200,67907,100,1,0,0
1086.9,0.870993,0.808947,5.26001,0.920048,0.331447,0.539546,0.06309,5,100,1,106,10,1200,67907,100,1,0,0
1087,0.87824,0.808947,5.26001,0.91996,0.335852,0.542388,0.065271,5,100,1,106,10,1200,67907,100,1,0,0
1087.02,0.877063,0.808947,5.26001,0.919944,0.334058,0.543005,0.067336,5,100,1,106,10,1200,67907,100,1,0,0
1084.73,1.07605,0.808947,5.26001,0.921888,0.32433,0.751716,0.067677,5,100,1,106,10,1200,67907,100,1,0,0
1082.29,1.07863,0.808947,5.26001,0.923968,0.354138,0.724489,0.093086,5,100,1,106,10,1200,67907,100,1,0,0
1080.84,0.988222,0.808947,5.26001,0.925203,0.345746,0.642476,0.063399,5,100,1,106,10,1200,67907,100,1,0,0
1081.08,0.872757,0.808947,5.26001,0.924997,0.331047,0.54171,0.06703,5,100,1,106,10,1200,67907,100,1,0,0
1081.06,0.876188,0.808947,5.26001,0.925018,0.334064,0.542124,0.067154,5,100,1,106,10,1200,67907,100,1,0,0
1085.08,0.903112,0.808947,5.26001,0.921594,0.359518,0.543594,0.067068,5,100,1,106,10,1200,67907,100,1,0,0
1084.29,0.941006,0.808947,5.26001,0.922259,0.36849,0.572516,0.0678,5,100,1,106,10,1200,67907,100,1,0,0
1084.46,0.853084,0.808947,5.26001,0.92212,0.404488,0.448596,0.103057,5,100,1,106,10,1200,67907,100,1,0,0
1084.16,0.889357,0.808947,5.26001,0.922371,0.34428,0.545077,0.069068,5,100,1,106,10,1200,67907,100,1,0,0
1083.99,0.890379,0.808947,5.26001,0.922521,0.336284,0.554095,0.075539,5,100,1,106,10,1200,67907,100,1,0,0
1087,0.881183,0.808947,5.26001,0.919961,0.33398,0.547203,0.070017,5,100,1,106,10,1200,67907,100,1,0,0
1088.58,0.90621,0.808947,5.26001,0.918628,0.349225,0.556985,0.081083,5,100,1,106,10,1200,67907,100,1,0,0
1088.64,0.872933,0.808947,5.26001,0.918579,0.333175,0.539758,0.063705,5,100,1,106,10,1200,67907,100,1,0,0
1083.73,1.28534,0.808947,5.26001,0.922738,0.333107,0.95223,0.063551,5,100,1,106,10,1200,67907,100,1,0,0
1083.44,0.876339,0.808947,5.26001,0.922989,0.338506,0.537833,0.063076,5,100,1,106,10,1200,67907,100,1,0,0
1081.07,1.08678,0.808947,5.26001,0.925012,0.337253,0.749522,0.067709,5,100,1,106,10,1200,67907,100,1,0,0
1081.12,0.883926,0.808947,5.26001,0.924966,0.340943,0.542983,0.067997,5,100,1,106,10,1200,67907,100,1,0,0
1080.99,0.905835,0.808947,5.26001,0.925078,0.396703,0.509132,0.076684,5,100,1,106,10,1200,67907,100,1,0,0
1078.14,1.09097,0.808947,5.26001,0.927527,0.377588,0.713386,0.078451,5,100,1,106,10,1200,67907,100,1,0,0
1078.21,0.879766,0.808947,5.26001,0.927465,0.335122,0.544644,0.069334,5,100,1,106,10,1200,67907,100,1,0,0
1078.23,0.880469,0.808947,5.26001,0.92745,0.342892,0.537577,0.0625,5,100,1,106,10,1200,67907,100,1,0,0
1078.16,0.88017,0.808947,5.26001,0.927505,0.332909,0.547261,0.068367,5,100,1,106,10,1200,67907,100,1,0,0
1078.14,0.876371,0.808947,5.26001,0.927524,0.331642,0.544729,0.067236,5,100,1,106,10,1200,67907,100,1,0,0
1082.17,0.883844,0.808947,5.26001,0.924069,0.332563,0.551281,0.0743,5,100,1,106,10,1200,67907,100,1,0,0
1083.59,0.9151,0.808947,5.26001,0.922857,0.333437,0.581663,0.067044,5,100,1,106,10,1200,67907,100,1,0,0
1083.6,0.877749,0.808947,5.26001,0.92285,0.333933,0.543816,0.069342,5,100,1,106,10,1200,67907,100,1,0,0
1082.89,0.931321,0.808947,5.26001,0.923454,0.333559,0.597762,0.071,5,100,1,106,10,1200,67907,100,1,0,0
1083.06,0.877598,0.808947,5.26001,0.923314,0.334159,0.543439,0.067981,5,100,1,106,10,1200,67907,100,1,0,0
1084.96,0.884864,0.808947,5.26001,0.921693,0.337782,0.547082,0.073099,5,100,1,106,10,1200,67907,100,1,0,0
1085.01,0.879878,0.808947,5.26001,0.921649,0.341888,0.53799,0.06319,5,100,1,106,10,1200,67907,100,1,0,0
1084.57,0.91894,0.808947,5.26001,0.922028,0.329174,0.589766,0.062936,5,100,1,106,10,1200,67907,100,1,0,0
1079.73,1.28667,0.808947,5.26001,0.92616,0.332468,0.9542,0.067963,5,100,1,106,10,1200,67907,100,1,0,0
1079.66,0.884004,0.808947,5.26001,0.926221,0.340433,0.543571,0.067036,5,100,1,106,10,1200,67907,100,1,0,0
1079.66,0.876938,0.808947,5.26001,0.926215,0.339246,0.537692,0.062519,5,100,1,106,10,1200,67907,100,1,0,0
1079.06,0.925633,0.808947,5.26001,0.926731,0.331207,0.594426,0.068317,5,100,1,106,10,1200,67907,100,1,0,0
1078.37,0.93296,0.808947,5.26001,0.927329,0.330836,0.602124,0.072923,5,100,1,106,10,1200,67907,100,1,0,0
1076.48,1.04503,0.808947,5.26001,0.92895,0.344144,0.700886,0.070445,5,100,1,106,10,1200,67907,100,1,0,0
1074.56,1.06889,0.808947,5.26001,0.930616,0.323841,0.745048,0.063894,5,100,1,106,10,1200,67907,100,1,0,0
1073.97,0.904991,0.808947,5.26001,0.931125,0.31664,0.588351,0.0629,5,100,1,106,10,1200,67907,100,1,0,0
1073.39,0.903671,0.808947,5.26001,0.931624,0.3155,0.588171,0.062753,5,100,1,106,10,1200,67907,100,1,0,0
1073.16,0.905027,0.808947,5.26001,0.931828,0.315553,0.589474,0.062417,5,100,1,106,10,1200,67907,100,1,0,0
1076.04,0.994502,0.808947,5.26001,0.92933,0.322345,0.672157,0.06575,5,100,1,106,10,1200,67907,100,1,0,0
1075.89,0.863238,0.808947,5.26001,0.929461,0.574198,0.28904,0.182078,5,100,1,106,10,1200,67907,100,1,0,0
1075.91,0.873135,0.808947,5.26001,0.929445,0.347467,0.525668,0.087846,5,100,1,106,10,1200,67907,100,1,0,0
1075.96,0.888307,0.808947,5.26001,0.929405,0.33533,0.552977,0.073071,5,100,1,106,10,1200,67907,100,1,0,0
1075.32,0.9323,0.808947,5.26001,0.929958,0.333823,0.598477,0.067125,5,100,1,106,10,1200,67907,100,1,0,0
1075.75,0.90351,0.808947,5.26001,0.929588,0.401104,0.502406,0.066873,5,100,1,106,10,1200,67907,100,1,0,0
1079.46,0.880222,0.808947,5.26001,0.926386,0.365617,0.514605,0.084456,5,100,1,106,10,1200,67907,100,1,0,0
1079.02,0.916591,0.808947,5.26001,0.926764,0.321145,0.595446,0.066323,5,100,1,106,10,1200,67907,100,1,0,0
1074.86,1.23226,0.808947,5.26001,0.930355,0.318262,0.913997,0.064186,5,100,1,106,10,1200,67907,100,1,0,0
1074.48,0.904533,0.808947,5.26001,0.93068,0.352304,0.552229,0.075354,5,100,1,106,10,1200,67907,100,1,0,0
1073.85,0.910785,0.808947,5.26001,0.931231,0.36408,0.546705,0.068427,5,100,1,106,10,1200,67907,100,1,0,0
1071.69,1.07421,0.808947,5.26001,0.933102,0.325015,0.74919,0.064388,5,100,1,106,10,1200,67907,100,1,0,0
1070.17,1.00599,0.808947,5.26001,0.93443,0.352809,0.653182,0.072017,5,100,1,106,10,1200,67907,100,1,0,0
1067.76,1.09221,0.808947,5.26001,0.936544,0.340155,0.75205,0.067545,5,100,1,106,10,1200,67907,100,1,0,0
1067.23,0.933884,0.808947,5.26001,0.937002,0.34157,0.592314,0.064246,5,100,1,106,10,1200,67907,100,1,0,0
1066.7,0.928021,0.808947,5.26001,0.937467,0.336029,0.591992,0.064479,5,100,1,106,10,1200,67907,100,1,0,0
1066.23,0.92726,0.808947,5.26001,0.937884,0.335859,0.591401,0.064027,5,100,1,106,10,1200,67907,100,1,0,0
1065.77,0.922982,0.808947,5.26001,0.938289,0.332317,0.590665,0.064117,5,100,1,106,10,1200,67907,100,1,0,0
1067.35,0.926393,0.808947,5.26001,0.936898,0.333676,0.592717,0.066509,5,100,1,106,10,1200,67907,100,1,0,0
1067.66,0.923108,0.808947,5.26001,0.936629,0.330786,0.592322,0.064082,5,100,1,106,10,1200,67907,100,1,0,0
1067.25,0.924886,0.808947,5.26001,0.936985,0.334776,0.59011,0.063824,5,100,1,106,10,1200,67907,100,1,0,0
1068.47,0.926016,0.808947,5.26001,0.93592,0.331254,0.594762,0.06822,5,100,1,106,10,1200,67907,100,1,0,0
1067.96,0.90877,0.808947,5.26001,0.936362,0.333173,0.575597,0.064556,5,100,1,106,10,1200,67907,100,1,0,0
1067.75,0.890262,0.808947,5.26001,0.936553,0.334091,0.556171,0.0667,5,100,1,106,10,1200,67907,100,1,0,0
1069.67,0.929181,0.808947,5.26001,0.934871,0.333474,0.595707,0.06787,5,100,1,106,10,1200,67907,100,1,0,0
1065.37,1.27044,0.808947,5.26001,0.938641,0.337286,0.93315,0.070679,5,100,1,106,10,1200,67907,100,1,0,0
1065.18,0.896052,0.808947,5.26001,0.938804,0.338025,0.558027,0.064357,5,100,1,106,10,1200,67907,100,1,0,0
1064.42,0.944658,0.808947,5.26001,0.939477,0.33265,0.612008,0.068259,5,100,1,106,10,1200,67907,100,1,0,0
1063.87,0.927951,0.808947,5.26001,0.939968,0.333339,0.594612,0.064717,5,100,1,106,10,1200,67907,100,1,0,0
1062.54,1.01246,0.808947,5.26001,0.941139,0.330682,0.681774,0.064128,5,100,1,106,10,1200,67907,100,1,0,0
1059.99,1.1031,0.808947,5.26001,0.943407,0.339787,0.763315,0.06926,5,100,1,106,10,1200,67907,100,1,0,0
1059.29,0.941847,0.808947,5.26001,0.944026,0.332347,0.6095,0.065499,5,100,1,106,10,1200,67907,100,1,0,0
1056.78,1.09862,0.808947,5.26001,0.946267,0.333425,0.765198,0.06419,5,100,1,106,10,1200,67907,100,1,0,0
1056.6,0.924922,0.808947,5.26001,0.946435,0.3318,0.593122,0.083266,5,100,1,106,10,1200,67907,100,1,0,0
1055.92,0.95456,0.808947,5.26001,0.947044,0.335596,0.618964,0.066052,5,100,1,106,10,1200,67907,100,1,0,0
1053.8,1.07679,0.808947,5.26001,0.948947,0.847563,0.229224,0.166225,5,100,1,106,10,1200,67907,100,1,0,0
1053.72,0.891506,0.808947,5.26001,0.949018,0.705632,0.185874,0.128461,5,100,1,106,10,1200,67907,100,1,0,0
1057.49,0.898781,0.808947,5.26001,0.945636,0.696385,0.202396,0.126445,5,100,1,106,10,1200,67907,100,1,0,0
1057.47,0.900382,0.808947,5.26001,0.945652,0.608469,0.291913,0.134392,5,100,1,106,10,1200,67907,100,1,0,0
1057.02,0.898385,0.808947,5.26001,0.946059,0.362003,0.536382,0.083881,5,100,1,106,10,1200,67907,100,1,0,0
1056.48,0.939509,0.808947,5.26001,0.946537,0.337889,0.60162,0.070107,5,100,1,106,10,1200,67907,100,1,0,0
1056,0.92893,0.808947,5.26001,0.946974,0.332912,0.596018,0.067027,5,100,1,106,10,1200,67907,100,1,0,0
1054.62,1.18606,0.808947,5.26001,0.948207,0.333207,0.852856,0.065933,5,100,1,106,10,1200,67907,100,1,0,0
1055.9,0.937834,0.808947,5.26001,0.947059,0.343829,0.594005,0.06575,5,100,1,106,10,1200,67907,100,1,0,0
1057.13,0.946096,0.808947,5.26001,0.945954,0.350208,0.595888,0.066327,5,100,1,106,10,1200,67907,100,1,0,0
1056.85,0.926411,0.808947,5.26001,0.946209,0.332651,0.59376,0.065993,5,100,1,106,10,1200,67907,100,1,0,0
1054.56,1.09181,0.808947,5.26001,0.948267,0.342895,0.74892,0.065828,5,100,1,106,10,1200,67907,100,1,0,0
1051.65,1.13925,0.808947,5.26001,0.950885,0.339854,0.799395,0.066268,5,100,1,106,10,1200,67907,100,1,0,0
1051.33,0.918782,0.808947,5.26001,0.951175,0.497702,0.42108,0.0658,5,100,1,106,10,1200,67907,100,1,0,0
1050.89,0.920481,0.808947,5.26001,0.951576,0.342328,0.578153,0.089129,5,100,1,106,10,1200,67907,100,1,0,0
1050.83,0.904004,0.808947,5.26001,0.951629,0.343335,0.560669,0.070469,5,100,1,106,10,1200,67907,100,1,0,0
1050.08,0.953923,0.808947,5.26001,0.952304,0.34136,0.612563,0.082666,5,100,1,106,10,1200,67907,100,1,0,0
1049.45,0.933097,0.808947,5.26001,0.952884,0.334112,0.598985,0.069385,5,100,1,106,10,1200,67907,100,1,0,0
1049.1,0.926484,0.808947,5.26001,0.953199,0.330315,0.596169,0.069128,5,100,1,106,10,1200,67907,100,1,0,0
1052.79,0.92292,0.808947,5.26001,0.949859,0.331824,0.591096,0.064104,5,100,1,106,10,1200,67907,100,1,0,0
1052.11,0.914129,0.808947,5.26001,0.950472,0.365323,0.548806,0.069811,5,100,1,106,10,1200,67907,100,1,0,0
1051.49,0.92677,0.808947,5.26001,0.95103,0.334792,0.591978,0.063794,5,100,1,106,10,1200,67907,100,1,0,0
1050.89,0.93228,0.808947,5.26001,0.95157,0.334364,0.597916,0.068571,5,100,1,106,10,1200,67907,100,1,0,0
1050.09,0.949642,0.808947,5.26001,0.952296,0.335285,0.614357,0.068579,5,100,1,106,10,1200,67907,100,1,0,0
1052.11,0.893888,0.808947,5.26001,0.950474,0.554381,0.339507,0.170556,5,100,1,106,10,1200,67907,100,1,0,0
1053.9,0.916972,0.808947,5.26001,0.948858,0.53652,0.380452,0.137929,5,100,1,106,10,1200,67907,100,1,0,0
1054.65,0.920825,0.808947,5.26001,0.948184,0.529285,0.39154,0.143744,5,100,1,106,10,1200,67907,100,1,0,0
1054.17,0.916065,0.808947,5.26001,0.948617,0.533923,0.382142,0.131534,5,100,1,106,10,1200,67907,100,1,0,0
1053.62,0.92497,0.808947,5.26001,0.949105,0.535215,0.389755,0.12991,5,100,1,106,10,1200,67907,100,1,0,0
1051.42,1.1023,0.808947,5.26001,0.951097,0.536575,0.565725,0.137666,5,100,1,106,10,1200,67907,100,1,0,0
1046.86,1.35535,0.808947,5.26001,0.95524,0.333868,1.02148,0.073664,5,100,1,106,10,1200,67907,100,1,0,0
1044.65,1.05533,0.808947,5.26001,0.957262,0.325083,0.730248,0.067101,5,100,1,106,10,1200,67907,100,1,0,0
1044.14,0.935705,0.808947,5.26001,0.957726,0.331193,0.604512,0.075454,5,100,1,106,10,1200,67907,100,1,0,0
1041.77,1.10835,0.808947,5.26001,0.959906,0.351772,0.756583,0.069559,5,100,1,106,10,1200,67907,100,1,0,0
1041.02,0.95002,0.808947,5.26001,0.960594,0.336895,0.613125,0.084859,5,100,1,106,10,1200,67907,100,1,0,0
1040.71,0.934957,0.808947,5.26001,0.960881,0.325457,0.6095,0.077348,5,100,1,106,10,1200,67907,100,1,0,0
1039.98,0.940379,0.808947,5.26001,0.961556,0.327822,0.612557,0.077699,5,100,1,106,10,1200,67907,100,1,0,0
1043.68,0.94451,0.808947,5.26001,0.958148,0.330844,0.613666,0.06635,5,100,1,106,10,1200,67907,100,1,0,0
1042.86,0.951768,0.808947,5.26001,0.958902,0.337387,0.614381,0.069991,5,100,1,106,10,1200,67907,100,1,0,0
